Spalte2	Spalte1
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Molecular Life Sciences: Microbiology, Biotechnology and Biochemistry (MSc/PhD) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Cardiovascular Science (MSc) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Göttingen Master's Programme in Physics (MSc) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Applied Computer Science (MSc) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Integrated Plant and Animal Breeding (MSc) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Agriculture, Forestry and Nutritional Sciences in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Max Planck School Matter to Life – Five-Year Master's to PhD Direct Track Programme • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	9 semesters or more
Mathematics, Natural Sciences and IT	Master's degree • Applied Data Science (MSc) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Bachelor's degree • Ecosystem Sciences (BSc) • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	6 semesters
Mathematics, Natural Sciences and IT	Master's degree • Computational Biology and Bioinformatics • University of Göttingen • Göttingen
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Polymer Materials Science • Martin Luther University Halle-Wittenberg • Halle (Saale)
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics, Natural Sciences in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Biodiversity Sciences • Martin Luther University Halle-Wittenberg • Halle (Saale)
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Information and Communication Systems • Hamburg University of Technology • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Bachelor's degree • BSc Information Engineering • Hamburg University of Applied Sciences • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	7 semesters
Mathematics, Natural Sciences and IT	Master's degree • MSc Pharmaceutical Biotechnology • Hamburg University of Applied Sciences • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Engineering in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Master's degree • Chemical and Bioprocess Engineering • Hamburg University of Technology • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Engineering in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Integrated Climate System Sciences (MSc ICSS) • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Earth Sciences (excluding Geography)
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Geodesy and Geoinformatics, Specialisation Hydrography • HafenCity University Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Surveying
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Intelligent Adaptive Systems (IAS) • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Ocean and Climate Physics (MSc) • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Earth Sciences (excluding Geography)
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Mathematical Physics (MSc) • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Geophysics • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Earth Sciences (excluding Geography)
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Data Science • Hamburg University of Technology • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Molecular Plant Science • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Marine Ecosystem and Fisheries Sciences • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Biology
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Wood Science • Universität Hamburg • Hamburg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Forestry, Wood Economics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Physics • Leibniz Universität Hannover • Hannover
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Optical Technologies - Photonics and Laser Technology • Leibniz Universität Hannover • Hannover
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Mathematics • Leibniz Universität Hannover • Hannover
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Quantum Engineering (Master of Science) • Leibniz Universität Hannover • Hannover
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Physics, Astronomy
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Computer Science – Master of Science • Leibniz Universität Hannover • Hannover
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Computer Engineering – Master of Science • Leibniz Universität Hannover • Hannover
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Max Planck School Matter to Life – Five-Year Master's to PhD Direct Track Programme • Heidelberg University • Heidelberg
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics, Natural Sciences in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	9 semesters or more
Mathematics, Natural Sciences and IT	Bachelor's degree • Bachelor's in Management & Technology (BSc) – Heilbronn • Technical University Munich • Heilbronn
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Business and Economics
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	6 semesters
Mathematics, Natural Sciences and IT	Bachelor's degree • Information Engineering • Technical University Munich • Heilbronn
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	6 semesters
Mathematics, Natural Sciences and IT	Master's degree • Data Analytics (MSc) • University of Hildesheim • Hildesheim
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Software Engineering (MSc) • University of Hildesheim • Hildesheim
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Cognitive Systems (MSc) • University of Hildesheim • Hildesheim
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Applied Research in Computer Science (MSc) • Hof University of Applied Sciences • Hof
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Master's degree • Sustainable Textiles (MEng) • Hof University of Applied Sciences • Hof
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Chemistry
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Master's degree • Artificial Intelligence and Robotics (MSc) • Hof University of Applied Sciences • Hof
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Master's degree • Research in Media Engineering MSc Programme • Technische Universität Ilmenau • Ilmenau
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Micro- and Nanotechnologies • Technische Universität Ilmenau • Ilmenau
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	4 semesters
Mathematics, Natural Sciences and IT	Master's degree • International Automotive Engineering (MEng) • Technische Hochschule Ingolstadt • Ingolstadt
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Master's degree • User Experience Design • Technische Hochschule Ingolstadt • Ingolstadt
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Bachelor's degree • Autonomous Vehicle Engineering • Technische Hochschule Ingolstadt • Ingolstadt
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	7 semesters
Mathematics, Natural Sciences and IT	Bachelor's degree • Computer Science and Artificial Intelligence • Technische Hochschule Ingolstadt • Ingolstadt
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Computer Science
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	7 semesters
Mathematics, Natural Sciences and IT	Bachelor's degree • Data Science • Catholic University of Eichstätt-Ingolstadt • Ingolstadt
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Mathematics, Natural Sciences in general
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	6 semesters
Mathematics, Natural Sciences and IT	Master's degree • AI Engineering of Autonomous Systems • Technische Hochschule Ingolstadt • Ingolstadt
filler	University
Mathematics, Natural Sciences and IT	Subject
Mathematics, Natural Sciences and IT	Electrical Engineering
Mathematics, Natural Sciences and IT	Beginning
Mathematics, Natural Sciences and IT	Winter semester, Summer semester
Mathematics, Natural Sciences and IT	Tuition fees per semester
Mathematics, Natural Sciences and IT	none
Mathematics, Natural Sciences and IT	Language
Mathematics, Natural Sciences and IT	English
Mathematics, Natural Sciences and IT	Duration
Mathematics, Natural Sciences and IT	3 semesters
Mathematics, Natural Sciences and IT	Master's degree • Master of Science in Scientific Instrumentation • University of Applied Sciences Jena • Jena
filler	University
Mathematics, Natural Sciences and IT	Subject
